CASEID,ORDER,PRIEST,POSITION,PRIMARY,PAID,AREA,SPADMIN,SPCHILD,SPCOMM,SPFAMILY,SPMEDIA,SPMUSIC,SPOUT,SPCARE,SPPREACH,SPPSYCH,SPRELED,SPSPIRIT,SPTECH,SPVOLCOR,SPWORLEAD,SPWORTECH,SPYADULT,SPYOUTH,SPOTHER,GENLEAD,YEARLEAD,STFPREV,YEARSTF,MBRPREV,TIMESERV,DIFFOCC,HRCONG,SERVOTH,HROTHCNG,CHAPLAIN,CHAPUNI,CHAPHOSP,CHAPNURS,CHAPJAIL,CHAPPOL,CHAPOTH,HRCHAP,OTHERJOB,HROTHJOB,HRTOTAL,PREACH,CLASS,VISIT,COUNSEL,COTHCONG,CDEN,COTHDEN,CNONPRFT,CPUBSCHL,CPRVSCHL,CCOLLEGE,CSEM,CBIZ,CHOSP,CGOV,CADVOC,WORKSAT,LVCNGWRK,LVRELWRK,GOD,DOUBT,POSTLIFE,HEAVEN,HELL,MIRAHEAL,PROSPER,REINCAR,ASTROL,RESURECT,ADAMEVE,BIBLE,GRACE,PRAYSOLO,ALLTRUE,MINEBEST,CONVERT,NOFRIEND,LDRWOMEN,ORIENT,GAYMARRY,MIHELP,MIHELP2,MIPSYCH,MISERM,MIPRAY,MICLASS,MILEARN,SERIOUS,CHEM,GENES,TRAUMA,DEMON,NOSUPP,NOFAITH,STRESS,SEEKHELP,TAKEMEDS,RELIGACT,DISASTRO,DISCLIMA,DISENVIR,DISEVOLU,DISPSYCH,DISPOLLS,DISSTEM,DISVAX,DISMED,DISOTH,SIXDAYS,YNGEARTH,CREMIRAC,EVOLVED,GODEVOLV,LAWEVOLV,EVNOGOD,CLIMCHNG,SCICONFL,SCIRELIG,RELICHNG,SCIHOSTL,RESCHAR,RESFORGV,RESHMBL,RESGRAT,RESGENER,RESCNTL,RESPRAY,RESDISC,VSTDYING,VSTOFTN,ALLOWDIE,EUTHA,HOPEMIRA,PALIATIVE,PARTYID7,POLVIEWS,POLGROUP,TOOKSTND,PRAYISSUE,URGEVOTE,URGEACT,LOBBIED,PROTEST,ACTABORT,ACTCAPUN,ACTECON,ACTEDUC,ACTENVIR,ACTFORGN,ACTLGBT,ACTGUN,ACTHEAL,ACTHUNGR,ACTIMM,ACTPOLIC,ACTRACE,ACTOTH,ENDORSE,TAXENDRS,POLCOMP,VOTE,VOTEWHO,INFOBOOK,INFOZINE,INFOWEB,INFOPOD,INFOSOC,GENDER,RACE,YEARBORN,WHEREBRN,EDUC,ATSEM,MARSTAT,ROMRELAT,NUMKID,HEALTH,CAREDFOR,LACKINT,DEPRESS,HAPPY,SATLIFE,LIFEGOOD,BMI,BMICAT,CONGSAL,CONGLIVE,OTHINC,OTHAMT,HHINCOME,STULOAN,LOANAMT,FINSATIS,CHALWELL,CHALTECH,CHALRACE,CHALLGBT,CHALLEAD,CHALGEN,CHALCASH,CHALFEM,CHALFACIL,CHALDENOM,CHALCOMIT,CHALOTH,cong_region,cong_size,cong_trad,cong_race,DURATION,SURVEYDATE,SURVEYYEAR,COVID,MODE_NSRL,WT_NSRL_ALL_IGN,WT_NSRL_ALL_DUP,WT_NSRL_ALL_ATTENDEE,WT_NSRL_PRIMARY_IGN,WT_NSRL_PRIMARY_DUP,WT_NSRL_PRIMARY_ATTENDEE,WT_NSRL_NONP_IGN,WT_NSRL_NONP_DUP,WT_NSRL_NONP_ATTENDEE
1444, , ,1,1,2, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,4,1,22,2, ,2, , , , , , , ,1,40,62,5,7,3,6,1,1,2,2,2,2,2,2,1,2,2,1,3,1,1,1,1,5,5,5,5,5,1,1,5,5,1,5,5,1,7,7,1,7,1,3,2,1,2,1,2,3,3,4,2,1,4,3,2,3,4, , ,4,2,1,2,5,3,2,1,1,1, ,4,5,5,1,1,1,1,4,4,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,29.7,9/7/2019,2019,2,1,2.82004056598753,2.34497423324537,.691883797200975,2.76386377761801,2.34592965584498,1.39564643632336,0,0,0
1445, , ,1,1,2, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,20,1,30,2, ,2, , , , , , , ,2, ,30,7,1,2,3,1,1,1,1,2,2,2,2,2,2,2,2,3,4,3,1,1,5,5,5,5,1,1,1,5,5,1,6,6,1,7,4,2,1,1,1,1,2,2,1,1,1,1,4,4,3,3,3,4,1,4,4,4,2,1,1,1,1,1,1,1,1,1, ,5,3,5,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,2,1,2,7,1,4,1,4,4,1,1,3,3,3,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2, ,2,5,3,1,4,4,4,4,1,3,1,2,4,1,3,2,2, ,0,3,3,2,2,4,4,5,29.9121621621622,3, ,2,2,0, ,1, ,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,2,39.2,3/21/2019,2019,2,1,5.46592495325708,5.75828320078192,.479219952598175,5.35704066519178,5.76062932204287,.966667555685535,0,0,0
1446, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,36,2,10,1,60,1,2,1,2,2,2,2,0,2, ,70,2,1,2,3,2,2,2,2,2,1,2,2,2,1,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,7,7,2,1,1,1,2,1,1,1,1,1,1,4,4,3,3,1,3,3,3,4,3,4,1,1,1,1,1,1,1,1,1, ,5,2,5,1,1,1,1,1,5,1,1,7,2,2,2,2,2,2,2,2,1,4,7,1,2,2,6,6,1,2,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2, ,2,2,3,1,2,3,3,6,1,1,1,1,3,1,5, ,2, ,0,2,4,1,1,6,6,6,23.75,2,6,2,2,0,6,1,2,3,0,0,0,0,0,1,1,0,0,0,0,0,4,1,2,1,39.1,3/18/2019,2019,2,1,7.80580713442641,8.35772410791626,.698748995453739,7.65031108208845,8.36112933019156,1.40949470031637,0,0,0
1447, , ,4,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2, ,0, , ,4,1,18,1,55,2, ,2, , , , , , , ,2, ,55,7,7,8,7,1,1,2,1,1,2,2,1,2,2,2,2,4,1,2,1,1,5,5,5,5,1,1,1,5,5,2,5,5,1,7,5,3,1,1,1,2,1,1,1,1,1,1,4,3,2,3,1,2,2,3,3,4,3,1,1,1,1,1,1,1,1,1, ,5,1,5,1,5,1,1,2,1,1,1,7,2,1,1,1,1,1,1,1,1,2,7,1,4,1,1,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,3,1,1,5,3,4,1,1,1,2,4,1,5, ,2, ,1,1,4,1,1,6,6,7,33.2230623818526,4, ,2,2,0, ,2,0,3, , , , , , , , , , , , ,3,4,3,2,40.4,2/25/2019,2019,2,1,.394311988119128,.416026826257292,1.62204983292001,0,0,0,.404621080582212,.415814544898419,.993845143165593
1448, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,3,2, ,2,27,1,54,2, ,2, , , , , , , ,2, ,54,8,8,7,8,1,2,1,1,1,1,2,2,2,2,1,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,1,6,6,1,7,7,1,1,1,1,2,1,2,1,1,1,2,4,3,2,3,2,3,1,4,4,4,4,3,3,2,4,2,2,1,1,2, ,5,5,5,1,1,1,1,4,1,1,1,5,1,1,1,1,3,1,1,1,1,3,1,1,2,1,7,7,1,3,3,3,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1, ,2,3,3,1,2,6,3,3,2,1,1,1,4,1,2,2,2, ,0,2,4,1,1,6,5,6,31.4527027027027,4,7,2,2,0,9,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,1,53,10/16/2019,2019,2,1,1.25854233301251,1.34752875856505,.450641516391048,1.23347146447663,1.34807778780866,.909020024684625,0,0,0
1449,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,8,2,50,2, ,1,2,2,1,2,2,2,1,2, ,51,8,4,5,7,1,1,2,1,1,1,1,1,1,1,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,2,2,6,6,1,7,7,1,1,1,1,1,2,4,1,1,1,2,3,3,2,3,1,3,1,3,3,3,3,1,1,1,1,1,3,1,1,1, ,2,1,5,4,4,1,1,3,1,4,4,5,1,1,1,1,1,1,1,1,1,5,7,1,2,2,6,6,3,3,3,3,3,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2, ,2,1,3,1,2,4,2,3,1,4,1,1,6,1,5, ,1,2,0,2,4,1,1,6,6,5,24.4097222222222,2,5,1,1,1,5,2,0,3, , , , , , , , , , , , ,3,5,1,1,44.6,10/18/2019,2019,2,1,.109002751200394,.375861734594162,2.06275322198671,.106831355313493,.376014873503098,4.16092152313265,0,0,0
1450, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,9,1,60,2, ,2, , , , , , , ,2, ,60,8,7,8,4,1,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,1,5,5,5,5,1,1,1,5,5,1,6,5,2,7,7,1,1,1,1,1,2,2,1,1,1,1,3,2,2,3,1,3,3,3,4,4,4,1,1,1,2,1,2,2,1,1, ,5,5,5,1,1,1,1,2,3,1,1,5,3,3,3,3,3,3,3, ,1,3,2,1,1,3,6,6,1,3,3,3,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1, ,2,1,3,1,2,3,2,2,1,1,1,1,4,1,5, ,2, ,2,2,4,1,1,6,6,6,24.4097222222222,2,7,2,2,0,7,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,29.6,2/20/2019,2019,2,1,.637440112681348,.68251091852031,.251070360207568,.624741948427883,.682788996780955,.506451307152567,0,0,0
1451, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,6,1,50,2, ,2, , , , , , , ,2, ,50,7,5,5,7,1,1,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,3,2,2,1,1,1,3,1,3,1,4,4,5,1,1,7,7,5,1,4,2,1,2,1,1,4,3,3,3,1,2,1,3,4,4,3,2,3,3,2,1,1,1,1,1, ,1,1,1,5,3,3,3,1,1,4,3,1,3,3,2,2,2,2,2, ,1,5,7,7,1,2,1,1,1,3,3,3,2,3,3,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,5,5,1,1,4,2,4,1,1,1,1,4,1,5, ,1,1,0,2,2,1,1,4,5,6,32.3538980361039,4,7,1,1,1,7,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,16.7,5/17/2019,2019,2,1,5.95744379293446,6.27929536824105,.336685284791754,5.83876817414534,6.28185376765518,.679151065226687,0,0,0
1452,1,0,4,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2, ,0, , ,5,2,61,1,45,2, ,2, , , , , , , ,2, ,45,1,8,2,2,1,1,1,1,2,1,2,2,1,2,2,2,4,1,1,2,1,5,5,5,5,3,3,3,5,1,3,6,6,7,6,4,1,7,7,6,1,2,2,1,1,1,2,4,3,3,3,1,3,1,4,4,4,2,1,2,2,2,1,2,2,2,2, ,2,1,2,4,5,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,2,7,1,3,3,1,3,2,2,3,3,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1, ,2,5,3,1,1,5,3,5,5,5,2,1,1,1,4,2,1,2,0,2,5,1,1,5,5,6,32.60986328125,4,7,1,1, , ,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,76.4,5/15/2019,2019,2,1,.183417836767994,1.71865192654576,6.06895978704241,0,0,0,.188213205652515,1.71777496923587,3.71850857230528
1453, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,1,4,2,22,2, ,2, , , , , , , ,1,20,42,8,6,3,3,1,1,1,2,1,2,2,2,1,1,1,1,4,1,1,1,1,5,5,5,5,5,1,1,5,5,2,5,5,1,7,4,1,7,7,6,2,1,3,1,4,1,1,4,2,2,2,3,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1, ,5,4,5,1,1,1,1,2,1,1,1,5,3,1,1,1,1,1,1,2,1,2,6,1,4,1,4,6,1,2,3,3,2,1,1, , , , , , , , , , , , , , ,2,2,1,2,5,2,2,5,5,6,1,2,7,1,1,2,1,2,0,1,5,1,1,6,6,6,36.9375117282792,4,1,2,2,0,1,2,0,2, , , , , , , , , , , , ,3,3,2,5,30.5,2/27/2019,2019,2,1,.175768484701954,.376392723188486,.440557318427053,.172267077989503,.376546078440312,.888678494779509,0,0,0
1454, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,9,2,20,2, ,2, , , , , , , ,1,50,70,8,7,3,7,1,1,2,2,2,1,2,2,2,2,2,2,3,2,1,1,1,5,5,5,5,5,1,4, , , ,6,6,2,7,4,4,3,1,1,2,1, , , , , ,3,3,2,3,1,4,3,4,3,3,4,4,1,1,1,4,1,1,1,1, ,5,1,5,1,5,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,6,4,33.7,8/28/2019,2019,2,1,3.22617032915467,3.51351139152556,.509890088490339,3.16190320831576,3.51494291607703,1.02853439811286,0,0,0
1455, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,3,2, ,2,23,1,50,2, ,2, , , , , , , ,2, ,50,8,8,4,8,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,7,7,1,1,1,1,1,3,3,3,1,1,3,3,1,3,3,1,4,3,4,1,1,4,2,1,2,4,3,2,1,1,3, ,5,5,5,1,1,1,1,2,1, ,1,4,1,1,2,3,3,3,3, ,1,3,7,1,4,2,7,7,2,3,3,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,2,1,2,6,4,4,2,5,1,1,4,1,1,2,2, ,2,1,4,1,1,6,6,7,26.578449905482,3,9,2,1,1,9,2,0,2, , , , , , , , , , , , ,1,4,2,1,24.8,3/12/2019,2019,2,1,.294496434273923,.315319083092796,.474521534193298,.2886299002732,.315447554857562,.957190052483913,0,0,0
1456, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,11,1,10,2, ,2, , , , , , , ,1,40,50,8,7,8,6,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,5,5,5,5,2,1,1,5,5,1,6,6,1,7,7,1,3,1,1,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,3,3,4,1,1,1,5,1,3,1,1,1, ,5,5,5,1,1,1,1,4,3,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,3,1,6,7,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,3,1,2,6,2,6,2,2,1,1,4,1,1,2,2, ,1,2,5,2,3,4,4,4,27.3659169550173,3,3,2,1,8,10,2,0,2, , , , , , , , , , , , ,3,1,2,1,35.4,3/30/2019,2019,2,1,5.03416933205003,5.39011503426019,.901283032782096,4.93388585790651,5.39231115123463,1.81804004936925,0,0,0
1457, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,30,2,50,2, ,2, , , , , , , ,2, ,50,8,8,7,8,1,2,2,1,1,2,2,1,1,2,2,1,4,1,1,1,1,5,5,5,5, ,5,1,5,5,2,6,6,1, ,6,1,6,1,1,1,3,4,3,2,2,3,3,3,3,3,2,2,2,3,3,3,4,1,1,1,2,2,1,1,1,1, ,3,3,5,1,2,1,1,1,2,2,1,6,3,1,1,1,1,1,1,2,1,4,7,5,4,2,7,6,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1, ,2,2,3,1,2,4,3,4,4,4,1,1,5,1,5, ,2, ,4,1,5,1,1,5,5,6,26.9594594594595,3,8,2,2,0,11,1, ,3,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5, ,12/10/2019,2019,2,3,.293091318048015,.837166257175741,1.67979437562505,.287252774749911,.837507347303898,3.38842887141081,0,0,0
1458, , ,1,1,2, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,1,14,1,10,2, ,2, , , , , , , ,1,50,60,7,4,8,8,1,1,2,1,2,2,2,2,2,2,1,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,7,6,1,2,1,1,1,3,4,1,1,1,2,4,3,3,2,1,2,1,3,4,4,4,1,2,2,2,1,1,1,1,1, ,3,3,4,2,3,2,1,1,1,3,1,2,3,3,3,3,3,3,3, ,1,5,7,1,2,1,6,6,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,3,1,4,4,4,4,2,1,1,1,4,1,4,2,2, ,0,1,5,1,1,6,6,7,27.9765306122449,3, ,2,1,13,13,1,8,3,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,5,22,11/3/2019,2019,2,1,.88256268801048,.944965117290793,.632031799968463,.864981544694608,.945350128356633,1.27491485251937,0,0,0
1459, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,1, ,2,12,1,45,1,6,2, , , , , , , ,2, ,51,5,4,4,6,1,2,1,1,1,1,2,1,1,2,2,1,4,1,1,1,1,5,5,5,5,1,1,1,5,5,1,6,6,1,7,7,1,1,1,1,1,2,2,2,2,1,2,3,4,4,4,3,4,2,4,3,3,4,1,1,1,3,2,3,2,1,1, ,4,4,5,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,3,4,1,3,1,6,6,1,3,3,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2, ,2,3,3,1,2,5,2,5,4,2,1,3,5,1,4,2,2, ,3,2,5,1,1,5,5,5,27.6895918367347,3, ,2,1,1, ,2,0,2, , , , , , , , , , , , ,3,5,2,5,17.9,10/13/2019,2019,2,1,.110042818342188,.117823499853758,.591039266914854,.107850703734989,.117871505172081,1.19222599218822,0,0,0
1460, , ,1,1,2, , , , , , , , , , , , , , , , , , , , ,1,4,1, ,2,15,1,36,1,4,2, , , , , , , ,2, ,40,8,8,3,3,1,1,1,2,2,2,2,2,2,2,1,2,4,1,1,6,2,5,5,5,5, ,5,3, , , ,2,6,2,2,2,4,7,7,6,1,4,3,1, ,1,1,3,3,2,3,1,4,4,4,4,4,4,3,4,3,3,4,2,1,1,2, ,1,1,1,5,1,1,5,1,1,2,1,4,2,1,1,1,1,1,1,1,1,5,5,4,1,2,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,5,5,5,5,4,2,1,2,1,4,1,2, ,0,2,3,1,1,6,6,7,22.4440243646293,2, ,2,1,8,10,2,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,1,6,5,31.4,2/11/2019,2019,2,1,1.19449406719374,1.30088249658367,.209763907695953,1.17069907600435,1.30141252054686,.423129218272589,0,0,0
1461, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,34,2,60,2, ,1,2,2,2,2,1,2,1,2, ,61,8,8,7,8,1,1,2,2,2,2,2,2,2,2,1,2,4,2,1,1,3,4,4,4,4,1,2,1,4,1,3,4,6,5,3,1,1,7,7,3,1,5,4,2,2,1,3,3,4,3,3,1,3,1,3,4,4,4,1,1,3,3,4,4,1,1,3, ,1,1,2,5,5,2,1,1,1,3,3,2,3,1,3,1,1,3,1,1,1,4,7,5,1,4,1,2,1,3,3,3,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1, ,2,2,4,1,1,5,5,4,3,2,2,1,4,1,5, ,2, ,2,4,2,3,3,3,3,2,46.6350156087409,4,8,2,1,1,13,1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,1,31.8,10/17/2019,2019,2,1,.79000577605448,.832685927535892,.558090283649612,.774268418291837,.833025192224719,1.12576232984977,0,0,0
1462, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,16,1,10,1,50,2, , , , , , , ,2, ,60,7,8,7,7,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5, ,5,2,1,1,5,5,3,6,6,2,6,6,1,7,1,1,1,3,2,1,2,1,2,4,3, ,3,2,3,3,4,4,4,4,2,2,3,2,2,3,2,2,2, ,5,4,5,1,1,1,1,1,4,1,2,4,1,1,3,1,3,1,1,1,1,4,7,6,3,2,4,5,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,3,3,3,4,2,2,1,1,3,1,2,2,2, ,0,3,4,1,1,5,5,6,32.277318640955,4,7,2,2,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,5,43,6/23/2019,2019,2,2,8.24303306713838,8.82586451357868,.442732773892304,8.07882722920802,8.82946047224546,.893066755755904,0,0,0
1463, , ,1,1,2, , , , , , , , , , , , , , , , , , , , ,1,5,1, ,1,2,1,5,2, ,2, , , , , , , ,1,40,45,7,6,4,8,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,2,5,5,5,5,5,2,1,5,5,2,6,6,2,7,6,1,1,1,4,1,3,3,1,3,1,4,4,3,3,3,2,3,1,3,4,4,4,2,1,1,3,3,3,1,3,2,2,3,3,5,3,5,2,1,3,1,3,3,3,3,3,1,3,3,3,3,1,1,3,6,1,4,3,7,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,3,1,2,2,2,2,2,2,1,1,6,1,4,2,2, ,5,2,5,1,1,6,6,7,25.1966597860762,3, ,2,1,10,10,1,8,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,5,77.9,3/11/2020,2020,2,1,2.08290041988226,2.23017386336155,.559362235432627,2.04140787630194,2.23108251236925,1.12832807135191,0,0,0
1464, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,20,2,50,2, ,2, , , , , , , ,2, ,50,8,5,4,6,1,1,1,1,1,2,2,2,1,2,2,1,3,2,2,1,2,5,4,2,3,1,1,1,5,1,3,4,6,3,4,4,1,7,7,5,1,3,3,2,2,1,1,4,3,3,3,1,3,2,4,4,4,3,3,5,5,2,2,1,1,1,1, ,1,1,2,4,5,3,1,1,1,4,4,1,1,1,1,1,1,3,3,1,1,3,7,7,2,3,1,3,1,3,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1, ,2,1,4,1,1,6,3,6,3,5,1,1,5,1,5, ,2, ,2,1,2,1,1,5,5,6,23.6724489795918,2,10,2,2,0,13,1,6,3, , , , , , , , , , , , ,2,5,4,1,17.1,8/7/2019,2019,2,1,.0955450895645278,.100706923844127,1.01245056212192,.0936417778388209,.100747955284735,2.04228372552652,0,0,0
1465, , ,14,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0, , ,5,1,4,1,20,2, ,2, , , , , , , ,2, ,20,3,7,8,8,2,1,1,1,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,5,1,1,5,5,2,6,6,1,7,7,1,6,1,1,1,4,4,1,1,2,2,4,4,3,3,1,1,1,1,4,4,4,2,3,3,3,3,2,2,2,2, ,3,5,5,1,1,1,1,3,3,3,4,7,1,1,3,1,1,1,1,1,1,3,1,1,3,3,7,6,1,3,3,3,3,3,3,1,2,2,2,2,2,2,1,1,1,2,2,1, ,1, ,2,1,2,4,4,4,6,3,1,1,3,1,2,1,2, ,0,2,5,1,1,6,6,6,21.1416796613945,2,1,2,1,5,6,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,5,40.8,6/3/2019,2019,2,1,.696674222738,.691933308918617,.581932538705995,0,0,0,.714888426706567,.69158024384253,.356555523452588
1466, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,2,17,2,47.5,2, ,2, , , , , , , ,2, ,47.5,1,6,5,8,2,1,2,1,2,2,1,1,1,1,1,1,4,2,2,1,2,5,5,5,5,1,1,1,5,5,2,6,5,1,7,1,1,7,2,2,1,3,5,1,1,2,3,3,2,2,3,2,4,1,4,4,4,4,1,1,1,1,2,1,1,1,1, ,4,3,5,1,4,1,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,7,2,4,4,6,5,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1, ,2,1,2,1,2,6,6,6,6,6,1,1,6,1,3,2,2, ,3,2,5,1,1,5,5,6,27.8912914104344,3,8,2,1,1,9,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5, ,10/8/2019,2019,2,3,.0318823087326992,.0341365775149771,.513719023144193,.0312471952765275,.0341504859226555,1.0362580057854,0,0,0
1467, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,1, ,1,45,2, ,2, , , , , , , ,1,40,40,2,4,4,8,1,1,1,1,2,1,2,2,1,2,2,2,3,1,1,1,2,5,5,5,5,1,1,1,5,5,1,6,5,1,7,7,3,1,1,1,2,1,1,1,1,1,2,4,3,2,2,2,2,1,3,3,2,4,1,3,1,5,3,1,2,1,2, ,3,3,5,1,1,1,1,4,1,3,1,3,1,2,2,2,2,1,1,2,1,4,4,1,1,2,5,5,2,3,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1, ,2,1,3,1,2,2,1,4,2,2,1,1,7,1,3,1,2, ,1,2,5,1,1,5,5,4,25.8244897959184,3,6,2,1,6, ,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,66.5,5/30/2020,2020,1,1,.294071777970727,.314864401064188,.263242936841329,.288213703361532,.314992687575966,.531005449435575,0,0,0
1468, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,18,1,40,2, ,1,1,2,2,2,2,2,2,1,15,57,6,6,8,8,1,2,1,1,1,2,1,2,2,2,1,2,4,1,1,1,1,5,5,5,5,2,1,1,5,5,2,6,5,2,6,6,2,7,2,1,1,3,3,2,1,1,2,4,3,3,3,1,4,2,4,2,4,4,1,2,1,3,1,3,1,1,2, ,5,5,5,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,4,7,1,4,1,7,7,1,3,3,3,3,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1, ,2,2,3,1,2,4,2,2,1,1,1,1,5,1,5, ,2, ,1,2,5,1,1,6,6,7,33.2243441358025,4,7,1,1,1,8,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,46.3,10/8/2019,2019,2,1,1.5953107366012,1.32656338936013,.750187256753102,1.56353125274747,1.32710387659622,1.51325435817156,0,0,0
1469,1,0,7,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2, ,0, , ,5,2,54,1,42,2, ,2, , , , , , , ,1,2,44,3,4,5,2,1,1,2,2,2,1, , , , , , ,4,2,1,1,1,5,5,4,5,1, ,3,5,1,2,6,6,7, , , , , ,6,1,3,2,1,1,1,1,4,3,2,3,1,4,1,4,4,4, ,1,5, ,1,1,1,1,1,1, , , , , , , , ,1,1,3, ,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,1,5,29.1,11/19/2019,2019,2,1,.0933600311530249,.0971659029456696,2.51498205099175,0,0,0,.0958008831243379,.097116323186357,1.54095308651966
